word;lvl;transcription;translation;class
right;a1;[raıt];право;noun
ring;a2;[rıŋ];кольцо;noun
ring;a2;[rıŋ];позвонить;verb
riot;c1;[ʹraıət];бунт;noun
rip;c1;[rıp];разорвать;verb
rise;b1;[raız];рост;noun
rise;a2;[raız];расти;verb
risk;b1;[rısk];риск;noun
risk;b1;[rısk];рисковать;verb
risky;b2;[ʹrıskı];рискованный;adjective
ritual;c1;[ʹrıtʃʋəl];ритуал;noun
rival;b2;[ʹraıv(ə)l];конкурирующий;adjective
rival;b2;[ʹraıv(ə)l];соперник;noun
river;a1;[ʹrıvə];река;noun
road;a1;[rəʋd];дорога;noun
rob;b2;[rɒb];ограбить;verb
robbery;b2;[ʹrɒb(ə)rı];ограбление;noun
robot;b1;[ʹrəʋbɒt];робот;noun
robust;c1;[rəʹbʌst];надежный;adjective
rock;a2;[rɒk];рок;noun
rock;c1;[rɒk];раскачивать;verb
rocket;b2;[ʹrɒkıt];ракета;noun
rod;c1;[rɒd];стержень;noun
role;a2;[rəʋl];роль;noun
roll;b1;[rəʋl];рулон;noun
roll;b1;[rəʋl];катиться;verb
romance;b2;[rə(ʋ)ʹmæns];роман;noun
romantic;b1;[rə(ʋ)ʹmæntık];романтический;adjective
roof;a2;[ru:f];крыша;noun
room;a1;[ru(:)m];комната;noun
root;b2;[ru:t];корень;noun
rope;b1;[rəʋp];веревка;noun
rose;b2;[rəʋz];роза;noun
rotate;c1;[ʹrəʋteıt];вращаться;verb
rotation;c1;[rəʋʹteıʃ(ə)n];вращение;noun
rough;b1;[rʌf];грубый;adjective
roughly;b2;[ʹrʌflı];примерно;adverb
round;a2;[raʋnd];круглый;adjective
round;a2;[raʋnd];кругом;adverb
round;b2;[raʋnd];раунд;noun
round;a2;[raʋnd];вокруг;preposition
route;a2;[ru:t];маршрут;noun
routine;b2;[ru:ʹti:n];рутинный;adjective
routine;a1;[ru:ʹti:n];рутина;noun
row;b1;[rəʋ];ряд;noun
royal;b1;[ʹrɔıəl];королевский;adjective
rub;b2;[rʌb];потереть;verb
rubber;b2;[ʹrʌbə];резиновый;adjective
rubber;b2;[ʹrʌbə];резина;noun
rubbish;a2;[ʹrʌbıʃ];мусор;noun
rude;a2;[ru:d];грубый;adjective
rugby;b1;[ʹrʌgbı];регби;noun
ruin;b2;[ʹru:ın];руина;noun
ruin;b2;[ʹru:ın];испортить;verb
rule;a1;[ru:l];правило;noun
rule;b1;[ru:l];править;verb
ruling;c1;[ʹru:lıŋ];решение;noun
rumour;c1;[ʹru:mə];слух;noun
run;a2;[rʌn];запуск;noun
run;a1;[rʌn];работать;verb
runner;a2;[ʹrʌnə];бегун;noun
running;a2;[ʹrʌnıŋ];бег;noun
rural;b2;[ʹrʋ(ə)rəl];сельский;adjective
rush;b2;[rʌʃ];спешка;noun
rush;b2;[rʌʃ];спешить;verb
sack;c1;[sæk];уволить;verb
sacred;c1;[ʹseıkrıd];священный;adjective
sacrifice;c1;[ʹsækrıfaıs];жертва;noun
sacrifice;c1;[ʹsækrıfaıs];пожертвовать;verb
sad;a1;[sæd];грустный;adjective
sadly;a2;[ʹsædlı];к сожалению;adverb
safe;a2;[seıf];безопасный;adjective
safety;b1;[ʹseıftı];безопасность;noun
sail;b1;[seıl];парус;noun
sail;a2;[seıl];плыть;verb
sailing;a2;[ʹseılıŋ];плавание;noun
sailor;b1;[ʹseılə];моряк;noun
saint;c1;[seınt];святитель;noun
sake;c1;[seık];благо;noun
salad;a1;[ʹsæləd];салат;noun
salary;a2;[ʹsælərı];зарплата;noun
sale;a2;[seıl];продажа;noun
salt;a1;[sɔ:lt];соль;noun
same;a1;[seım];одинаковый;adjective
same;a1;[seım];одинаково;adverb
same;a1;[seım];тот же;pronoun
sample;b1;[ʹsɑ:mp(ə)l];образец;noun
sample;b2;[ʹsɑ:mp(ə)l];попробовать;verb
sanction;c1;[ʹsæŋkʃ(ə)n];санкция;noun
sand;b1;[sænd];песок;noun
sandwich;a1;[ʹsænwıdʒ];сэндвич;noun
satellite;b2;[ʹsæt(ı)laıt];спутник;noun
satisfaction;b2;[͵sætısʹfækʃ(ə)n];удовлетворение;noun
satisfied;b2;[ʹsætısfaıd];удовлетворенный;adjective
satisfy;b2;[ʹsætısfaı];удовлетворить;verb
saturday;a1;[ʹsætədı];суббота;noun
sauce;a2;[sɔ:s];соус;noun
save;a2;[seıv];спасти;verb
saving;b2;[ʹseıvıŋ];спасение;noun
say;c1;[seı];слово;noun
say;a1;[seı];сказать;verb
scale;b2;[skeıl];масштаб;noun
scan;b1;[skæn];сканировать;verb
scandal;b2;[ʹskændl];скандал;noun
scare;b2;[skeə];страх;noun
scare;b2;[skeə];пугать;verb
scared;a2;[skeəd];напуганный;adjective
scary;a2;[ʹske(ə)rı];страшный;adjective
scattered;c1;[ʹskætəd];рассеянный;adjective
scenario;b2;[sıʹnɑ:rıəʋ];сценарий;noun
scene;a2;[si:n];сцена;noun
sceptical;c1;[ʹskeptık(ə)l];скептический;adjective
schedule;a2;[ʹʃedju:l];график;noun
schedule;b2;[ʹʃedju:l];запланировать;verb
scheme;b2;[ski:m];схема;noun
scholar;b2;[ʹskɒlə];ученый;noun
scholarship;b2;[ʹskɒləʃıp];стипендия;noun
school;a1;[sku:l];школа;noun
science;a1;[ʹsaıəns];наука;noun
scientific;b1;[͵saıənʹtıfık];научный;adjective
scientist;a1;[ʹsaıəntıst];ученый;noun
scope;c1;[skəʋp];масштаб;noun
score;a2;[skɔ:];счет;noun
score;a2;[skɔ:];забить;verb
scratch;b2;[skrætʃ];царапина;noun
scratch;b2;[skrætʃ];поцарапать;verb
scream;b2;[skri:m];крик;noun
scream;b2;[skri:m];кричать;verb
screen;a2;[skri:n];экран;noun
screen;b2;[skri:n];проверять;verb
screening;b2;[ʹskri:nıŋ];скрининг;noun
screw;c1;[skru:];винт;noun
screw;c1;[skru:];облажаться;verb
script;b1;[skrıpt];сценарий;noun
scrutiny;c1;[ʹskru:tını];контроль;noun
sculpture;b1;[ʹskʌlptʃə];скульптура;noun
sea;a1;[si:];море;noun
seal;c1;[si:l];печать;noun
seal;c1;[si:l];запечатать;verb
search;a2;[sɜ:tʃ];поиск;noun
search;a2;[sɜ:tʃ];искать;verb
season;a2;[ʹsi:z(ə)n];сезон;noun
seat;a2;[si:t];место;noun
seat;b2;[si:t];садиться;verb
second;a2;[ʹsekənd];во-вторых;adverb
second;a1;[ʹsekənd];второй;determiner
second;a1;[ʹsekənd];секунда;noun
second;a1;[ʹsekənd];второй;ordinal number
secondary;b1;[ʹsekənd(ə)rı];вторичный;adjective
secondly;a2;[ʹsekəndlı];во-вторых;adverb
secret;a2;[ʹsi:krıt];секретный;adjective
secret;a2;[ʹsi:krıt];секрет;noun
secretary;a2;[ʹsekrət(ə)rı];секретарь;noun
section;a1;[ʹsekʃ(ə)n];раздел;noun
sector;b2;[ʹsektə];сектор;noun
secular;c1;[ʹsekjʋlə];светский;adjective
secure;b2;[sıʹkjʋə];безопасный;adjective
secure;b2;[sıʹkjʋə];защитить;verb
security;b1;[sıʹkjʋ(ə)rıtı];безопасность;noun
see;a1;[si:];видеть;verb
seed;b1;[si:d];семя;noun
seek;b2;[si:k];искать;verb
seeker;b2;[ʹsi:kə];искатель;noun
seem;a2;[si:m];кажется;linking verb
seemingly;c1;[ʹsi:mıŋlı];казалось бы;adverb
segment;c1;[ʹsegmənt];сегмент;noun
seize;c1;[si:z];захватить;verb
seldom;c1;[ʹseldəm];редко;adverb
select;b2;[sıʹlekt];выбрать;verb
selection;b2;[sıʹlekʃ(ə)n];выбор;noun
selective;c1;[sıʹlektıv];избирательный;adjective
self;b2;[self];себя;noun
sell;a1;[sel];продавать;verb
seminar;b2;[ʹsemınɑ:];семинар;noun
senator;c1;[ʹsenətə];сенатор;noun
send;a1;[send];отправить;verb
senior;b2;[ʹsi:nıə];старший;adjective
sensation;c1;[senʹseıʃ(ə)n];ощущение;noun
sense;a2;[sens];смысл;noun
sense;b2;[sens];чувствовать;verb
sensible;b1;[ʹsensəb(ə)l];разумный;adjective
sensitive;b2;[ʹsensıtıv];чувствительный;adjective
sensitivity;c1;[͵sensıʹtıvıtı];чувствительность;noun
sentence;a1;[ʹsentəns];предложение;noun
sentence;b2;[ʹsentəns];приговорить;verb
sentiment;c1;[ʹsentımənt];настроение;noun
separate;a2;[ʹsep(ə)rıt];отдельный;adjective
separate;b1;[ʹsep(ə)rıt];отделить;verb
separation;c1;[͵sepəʹreıʃ(ə)n];разделение;noun
september;a1;[sepʹtembə];сентябрь;noun
sequence;b2;[ʹsi:kwəns];последовательность;noun
serial;c1;[ʹsı(ə)rıəl];серийный;adjective
series;a2;[ʹsı(ə)ri:z];серия;noun
serious;a2;[ʹsı(ə)rıəs];серьезный;adjective
seriously;b1;[ʹsı(ə)rıəslı];серьезно;adverb
servant;b1;[ʹsɜ:v(ə)nt];слуга;noun
serve;a2;[sɜ:v];служить;verb
service;a2;[ʹsɜ:vıs];служба;noun
session;b2;[ʹseʃ(ə)n];сессия;noun
set;b1;[set];набор;noun
set;b1;[set];установить;verb
set-up;c1;[set]-[ʌp];настройка;noun
setting;b1;[ʹsetıŋ];настройка;noun
settle;b2;[ʹsetl];урегулировать;verb
settlement;c1;[ʹsetlmənt];урегулирование;noun
settler;b2;[ʹsetlə];поселенец;noun
seven;a1;[ʹsev(ə)n];семь;number
seventeen;a1;[͵sev(ə)nʹti:n];семнадцать;number
seventy;a1;[ʹsev(ə)ntı];семьдесят;number
several;a2;[ʹsev(ə)rəl];несколько;determiner
several;a2;[ʹsev(ə)rəl];некоторые;pronoun
severe;b2;[sıʹvıə];тяжелый;adjective
severely;b2;[sıʹvıəlı];серьезно;adverb
sex;b1;[seks];пол;noun
sexual;b1;[ʹsekʃʋəl];сексуальный;adjective
sexuality;c1;[͵sekʃʋʹælıtı];сексуальность;noun
sexy;b2;[ʹseksı];сексуальный;adjective
shade;b2;[ʃeıd];тень;noun
shadow;b2;[ʹʃædəʋ];тень;noun
shake;b1;[ʃeık];коктейль;noun
shake;a2;[ʃeık];пожать;verb
shall;a2;[ʃæl];должен;modal verb
shallow;b2;[ʹʃæləʋ];мелкий;adjective
shame;b2;[ʃeım];стыд;noun
shape;a2;[ʃeıp];форма;noun
shape;b2;[ʃeıp];формировать;verb
shaped;b2;[ʃeıpt];сформированный;adjective
share;b1;[ʃeə];доля;noun
share;a1;[ʃeə];поделиться;verb
shareholder;c1;[ʹʃeə͵həʋldə];акционер;noun
sharp;b1;[ʃɑ:p];резкий;adjective
shatter;c1;[ʹʃætə];разрушить;verb
she;a1;[ʃi:];он;pronoun
shed;c1;[ʃed];пролить;verb
sheep;a1;[ʃi:p];овцы;noun
sheer;c1;[ʃıə];чистый;adjective
sheet;a2;[ʃi:t];лист;noun
shelf;b1;[ʃelf];шельф;noun
shell;b1;[ʃel];оболочка;noun
shelter;b2;[ʹʃeltə];жилье;noun
shelter;b2;[ʹʃeltə];укрыться;verb
shift;b1;[ʃıft];сдвиг;noun
shift;b2;[ʃıft];изменить;verb
shine;b1;[ʃaın];сиять;verb
shiny;b1;[ʹʃaını];блестящий;adjective
ship;a2;[ʃıp];корабль;noun
ship;b2;[ʃıp];отправить;verb
shipping;c1;[ʹʃıpıŋ];доставка;noun
shirt;a1;[ʃɜ:t];рубашка;noun
shock;b2;[ʃɒk];шок;noun
shock;b2;[ʃɒk];шокировать;verb
shocked;b2;[ʃɒkt];шокированный;adjective
shocking;b2;[ʹʃɒkıŋ];шокирующий;adjective
shoe;a1;[ʃu:];обувь;noun
shoot;c1;[ʃu:t];съемка;noun
shoot;b1;[ʃu:t];стрелять;verb
shooting;b2;[ʹʃu:tıŋ];стрельба;noun
shop;a1;[ʃɒp];магазин;noun
shop;a1;[ʃɒp];делать покупки;verb
shopping;a1;[ʹʃɒpıŋ];покупка;noun
shore;b2;[ʃɔ:];берег;noun
short;a1;[ʃɔ:t];короткий;adjective
short-term;b2;[ʃɔ:t]-[tɜ:m];краткосрочный;adjective
shortage;b2;[ʹʃɔ:tıdʒ];нехватка;noun
shortly;b2;[ʹʃɔ:tlı];вскоре;adverb
shot;b2;[ʃɒt];выстрел;noun
should;a1;[ʃʋd];следует;modal verb
shoulder;a2;[ʹʃəʋldə];плечо;noun
shout;a2;[ʃaʋt];крик;noun
shout;a2;[ʃaʋt];кричать;verb
show;a1;[ʃəʋ];шоу;noun
show;a1;[ʃəʋ];показать;verb
shower;a1;[ʹʃaʋə];душ;noun
shrink;c1;[ʃrıŋk];сокращаться;verb
shrug;c1;[ʃrʌg];пожать плечами;verb
shut;a2;[ʃʌt];закрытый;adjective
shut;a2;[ʃʌt];закрыть;verb
shy;b1;[ʃaı];застенчивый;adjective
sibling;b2;[ʹsıblıŋ];брат;noun
sick;a1;[sık];больной;adjective
side;a2;[saıd];сторона;noun
sigh;c1;[saı];вздох;noun
sigh;c1;[saı];вздыхать;verb
sight;b1;[saıt];взгляд;noun
sign;a2;[saın];знак;noun
sign;a2;[saın];подписать;verb
signal;b1;[ʹsıgn(ə)l];сигнал;noun
signal;b1;[ʹsıgn(ə)l];сигнализировать;verb
signature;b2;[ʹsıgnɒtʃə];подпись;noun
significance;b2;[sıgʹnıfıkəns];значение;noun
significant;b2;[sıgʹnıfıkənt];значительный;adjective
significantly;b2;[sig'nifikəntli];значительно;adverb
silence;b2;[ʹsaıləns];молчание;noun
silent;b1;[ʹsaılənt];молчаливый;adjective
silk;b2;[sılk];шелк;noun
silly;b1;[ʹsılı];глупый;adjective
silver;a2;[ʹsılvə];серебряный;adjective
silver;a2;[ʹsılvə];серебро;noun
similar;a1;[ʹsım(ə)lə];аналогичный;adjective
similarity;b1;[͵sımıʹlærıtı];сходство;noun
similarly;b1;[ʹsımıləlı];аналогично;adverb
simple;a2;[ʹsımp(ə)l];простой;adjective
simply;b1;[ʹsımplı];только;adverb
simulate;c1;[ʹsımjʋleıt];имитировать;verb
simulation;c1;[͵sımjʋʹleıʃ(ə)n];моделирование;noun
simultaneously;c1;[sım(ə)lʹteınıəslı];одновременно;adverb
sin;c1;[sın];грех;noun
since;b1;[sıns];поскольку;adverb
since;a2;[sıns];так как;conjunction
since;a2;[sıns];с;preposition
sincere;b2;[sınʹsıə];искренний;adjective
sing;a1;[sıŋ];петь;verb
singer;a1;[ʹsıŋə];певец;noun
singing;a2;[ʹsıŋıŋ];пение;noun
single;a2;[ʹsıŋg(ə)l];единый;adjective
single;a2;[ʹsıŋg(ə)l];сингл;noun
sink;b1;[sıŋk];тонуть;verb
sir;a2;[sɜ:];сэр;noun
sister;a1;[ʹsıstə];сестра;noun
sit;a1;[sıt];сидеть;verb
site;a2;[saıt];сайт;noun
situated;c1;[ʹsıtʃʋeıtıd];расположенный;adjective
situation;a1;[͵sıtʃʋʹeıʃ(ə)n];ситуация;noun
six;a1;[sıks];шесть;number
sixteen;a1;[͵sıkʹsti:n];шестнадцать;number
sixty;a1;[ʹsıkstı];шестьдесят;number
size;a2;[saız];размер;noun
sketch;c1;[sketʃ];эскиз;noun
ski;a2;[~:];горнолыжный;adjective
ski;a2;[~:];лыжа;noun
ski;a2;[~:];кататься на лыжах;verb
skiing;a2;[ʹski:ıŋ];лыжи;noun
skill;a1;[skıl];навык;noun
skilled;b2;[skıld];квалифицированный;adjective
skin;a2;[skın];кожа;noun
skip;c1;[skıp];пропустить;verb
skirt;a1;[skɜ:t];юбка;noun
skull;b2;[skʌl];череп;noun
sky;a2;[skaı];небо;noun
slam;c1;[slæm];хлопать;verb
slap;c1;[slæp];ударить;verb
slash;c1;[slæʃ];сократить;verb
slave;b2;[sleıv];раб;noun
slavery;c1;[ʹsleıv(ə)rı];рабство;noun
sleep;a2;[sli:p];сон;noun
sleep;a1;[sli:p];спать;verb
slice;b1;[slaıs];кусочек;noun
slice;b1;[slaıs];нарезать;verb
slide;b2;[slaıd];слайд;noun
slide;b2;[slaıd];скользить;verb
slight;b2;[slaıt];небольшой;adjective
slightly;b1;[ʹslaıtlı];немного;adverb
slip;b2;[slıp];проскользнуть;verb
slogan;b2;[ʹsləʋgən];лозунг;noun
slope;b2;[sləʋp];склон;noun
slope;b2;[sləʋp];клониться;verb
slot;c1;[slɒt];слот;noun
slow;a1;[sləʋ];медленный;adjective
slow;b1;[sləʋ];замедлить;verb
slowly;a2;[ʹsləʋlı];медленно;adverb
small;a1;[smɔ:l];небольшой;adjective
smart;b1;[smɑ:t];умный;adjective
smartphone;a2;['smɑ:t,fəun];смартфон;noun
smash;c1;[smæʃ];разбить;verb
smell;a2;[smel];запах;noun
smell;a2;[smel];пахнуть;verb
smile;a2;[smaıl];улыбка;noun
smile;a2;[smaıl];улыбаться;verb
smoke;a2;[sməʋk];дым;noun
smoke;a2;[sməʋk];курить;verb
smoking;a2;[ʹsməʋkıŋ];курение;noun
smooth;b1;[smu:ð];гладкий;adjective
snake;a1;[sneık];змей;noun
snap;c1;[snæp];щелкнуть;verb
snow;a1;[snəʋ];снег;noun
snow;a1;[snəʋ];идет снег;verb
so;a1;[səʋ];так;adverb
so;a1;[səʋ];чтобы;conjunction
so-called;b2;[səʋ]-called;так называемый;adjective
soak;c1;[səʋk];замочить;verb
soap;a2;[səʋp];мыло;noun
soar;c1;[sɔ:];парить;verb
soccer;a2;[ʹsɒkə];футбол;noun
social;a2;[ʹsəʋʃ(ə)l];социальный;adjective
socialist;c1;[ʹsəʋʃ(ə)lıst];социалистический;adjective
society;a2;[səʹsaıətı];общество;noun
sock;a2;[sɒk];носок;noun
soft;a2;[sɒft];мягкий;adjective
software;b1;[ʹsɒftweə];программа;noun
soil;b1;[sɔıl];почва;noun
solar;b2;[ʹsəʋlə];солнечный;adjective
soldier;a2;[ʹsəʋldʒə];солдат;noun
sole;c1;[səʋl];единственный;adjective
solely;c1;[ʹsəʋllı];исключительно;adverb
solicitor;c1;[səʹlısıtə];адвокат;noun
solid;b1;[ʹsɒlıd];твердый;adjective
solid;b1;[ʹsɒlıd];массив;noun
solidarity;c1;[͵sɒlıʹdærıtı];солидарность;noun
solo;c1;[ʹsəʋləʋ];сольный;adjective
solo;c1;[ʹsəʋləʋ];соло;noun
solution;a2;[səʹlu:ʃ(ə)n];решение;noun
solve;a2;[sɒlv];решить;verb
some;a1;[sʌm];некоторые;determiner
some;a1;[sʌm];некоторые;pronoun
somebody;a1;[ʹsʌmbədı];кое-кто;pronoun
somehow;b2;[ʹsʌmhaʋ];как-то;adverb
someone;a1;[ʹsʌmwʌn];кто-либо;pronoun
something;a1;[ʹsʌmθıŋ];кое-что;pronoun
sometime;b2;[ʹsʌmtaım];где-то;adverb
sometimes;a1;[ʹsʌmtaımz];иногда;adverb
somewhat;b2;[ʹsʌmwɒt];несколько;adverb
somewhere;a2;[ʹsʌmweə];где-то;adverb
somewhere;a2;[ʹsʌmweə];где-то;pronoun
son;a1;[sʌn];сын;noun
song;a1;[sɒŋ];песня;noun
soon;a1;[su:n];вскоре;adverb
sophisticated;b2;[səʹfıstıkeıtıd];сложный;adjective
sorry;a1;[ʹsɒrı];жалкий;adjective
sorry;a1;[ʹsɒrı];простите;exclamation
sort;a2;[sɔ:t];род;noun
sort;b1;[sɔ:t];разобраться;verb
soul;b2;[səʋl];душа;noun
sound;c1;[saʋnd];звуковой;adjective
sound;a1;[saʋnd];звук;noun
sound;a1;[saʋnd];звучать;verb
soup;a1;[su:p];суп;noun
source;a2;[sɔ:s];источник;noun
south;a1;[saʋθ];южный;adjective
south;a1;[saʋθ];южнее;adverb
south;a1;[saʋθ];юг;noun
southern;b1;[ʹsʌðən];южный;adjective
sovereignty;c1;[ʹsɒvrıntı];суверенитет;noun
space;a1;[speıs];пространство;noun
spam;c1;[spæm];спам;noun
span;c1;[spæn];промежуток;noun
span;c1;[spæn];охватывать;verb
spare;b2;[speə];запасной;adjective
spare;c1;[speə];избавить;verb
spark;c1;[spɑ:k];вызвать;verb
speak;a1;[spi:k];говорить;verb
speaker;a2;[ʹspi:kə];спикер;noun
special;a1;[ʹspeʃ(ə)l];специальный;adjective
specialist;b2;[ʹspeʃ(ə)lıst];специализированный;adjective
specialist;b2;[ʹspeʃ(ə)lıst];специалист;noun
specialize;b2;[ʹspeʃəlaız];специализироваться;verb
specialized;c1;[ʹspeʃəlaɪzd];специализированный;adjective
species;b2;[ʹspi:ʃi:z];виды;noun
specific;a2;[spıʹsıfık];конкретный;adjective
specifically;b1;[spıʹsıfık(ə)lı];специально;adverb
specification;c1;[͵spesıfıʹkeıʃ(ə)n];спецификация;noun
specify;b2;[ʹspesıfaı];указать;verb
specimen;c1;[ʹspesımən];образец;noun
spectacle;c1;[ʹspektək(ə)l];зрелище;noun
spectacular;b2;[spekʹtækjʋlə];впечатляющий;adjective
spectator;b2;[spekʹteıtə];зритель;noun
spectrum;c1;[ʹspektrəm];спектр;noun
speculate;b2;[ʹspekjʋleıt];спекулировать;verb
speculation;b2;[͵spekjʋʹleıʃ(ə)n];спекуляция;noun
speech;a2;[spi:tʃ];речь;noun
speed;a2;[spi:d];скорость;noun
speed;b2;[spi:d];ускорять;verb
spell;c1;[spel];заклинание;noun
spell;a1;[spel];означать;verb
spelling;a1;[ʹspelıŋ];написание;noun
spend;a1;[spend];тратить;verb
spending;b1;[ʹspendıŋ];расходы;noun
sphere;c1;[sfıə];сфера;noun
spice;b2;[spaıs];специя;noun
spicy;b1;[ʹspaısı];острый;adjective
spider;a2;[ʹspaıdə];паук;noun
spill;b2;[spıl];пролить;verb
spin;c1;[spın];спина;noun
spin;c1;[spın];вращаться;verb
spine;c1;[spaın];позвоночник;noun
spirit;b1;[ʹspırıt];дух;noun
spiritual;b2;[ʹspırıtʃʋəl];духовный;adjective
spite;b2;[spaıt];злоба;noun
split;b2;[splıt];раскол;noun
split;b2;[splıt];разделить;verb
spoil;b2;[spɔıl];испортить;verb
spoken;b1;[ʹspəʋkən];разговорный;adjective
spokesman;b2;[ʹspəʋksmən];представитель;noun
spokesperson;b2;[ʹspəʋks͵pɜ:s(ə)n];представитель;noun
spokeswoman;b2;[ʹspəʋks͵wʋmən];пресс-секретарь;noun
sponsor;b2;[ʹspɒnsə];спонсор;noun
sponsor;b2;[ʹspɒnsə];спонсировать;verb
sponsorship;b2;[ʹspɒnsəʃıp];спонсорство;noun
spoon;a2;[spu:n];ложка;noun
sport;a1;[spɔ:t];спорт;noun
sporting;b2;[ʹspɔ:tıŋ];спортивный;adjective
spot;b1;[spɒt];место;noun
spot;b2;[spɒt];обнаружить;verb
spotlight;c1;[ʹspɒtlaıt];внимание;noun
spouse;c1;[spaʋz];супруга;noun
spread;b2;[spred];распространение;noun
spread;b1;[spred];распространиться;verb
spring;a1;[sprıŋ];весна;noun
spring;b2;[sprıŋ];проистекать;verb
spy;c1;[spaı];шпион;noun
spy;c1;[spaı];шпионить;verb
squad;c1;[skwɒd];отряд;noun
square;a2;[skweə];квадратный;adjective
square;a2;[skweə];площадь;noun
squeeze;c1;[skwi:z];выжать;verb
stab;c1;[stæb];зарезать;verb
stability;c1;[stəʹbılıtı];стабильность;noun
stabilize;c1;[ʹsteıbılaız];стабилизировать;verb
stable;b2;[ʹsteıb(ə)l];стабильный;adjective
stadium;b1;[ʹsteıdıəm];стадион;noun
staff;b1;[stɑ:f];сотрудник;noun
stage;a2;[steıdʒ];этап;noun
stage;b2;[steıdʒ];устроить;verb
stair;a2;[steə];лестница;noun
stake;c1;[steık];доля;noun
stall;b2;[stɔ:l];кабинка;noun
stamp;a2;[stæmp];марка;noun
stance;b2;[stɑ:ns];позиция;noun
stand;b2;[stænd];стенд;noun
stand;a1;[stænd];стоять;verb
standard;b1;[ʹstændəd];стандартный;adjective
standard;b1;[ʹstændəd];стандарт;noun
standing;c1;[ʹstændıŋ];постоянный;adjective
star;a1;[stɑ:];звезда;noun
star;a2;[stɑ:];играть главную роль;verb
stare;b2;[steə];смотреть;verb
stark;c1;[stɑ:k];суровый;adjective
start;a2;[stɑ:t];начало;noun
start;a1;[stɑ:t];начать;verb
starve;b2;[stɑ:v];голодать;verb
state;b1;[steıt];государственный;adjective
state;a2;[steıt];государство;noun
state;b1;[steıt];заявить;verb
statement;a1;[ʹsteıtmənt];заявление;noun
station;a1;[ʹsteıʃ(ə)n];станция;noun
statistic;b1;[stəʹtıstık];статистика;noun
statistical;c1;[stəʹtıstık(ə)l];статистический;adjective
statue;b1;[ʹstætʃu:];статуя;noun
status;b2;[ʹsteıtəs];статус;noun
stay;a2;[steı];пребывание;noun
stay;a1;[steı];остаться;verb
steadily;b2;[ʹstedɪlɪ];неуклонно;adverb
steady;b2;[ʹstedı];устойчивый;adjective
steal;a2;[sti:l];украсть;verb
steam;b2;[sti:m];пар;noun
steel;b2;[sti:l];сталь;noun
steep;b2;[sti:p];крутой;adjective
steer;c1;[stıə];направить;verb
stem;c1;[stem];стебель;noun
stem;c1;[stem];остановить;verb
step;a2;[step];шаг;noun
step;b2;[step];выйти;verb
stereotype;c1;[ʹsterıətaıp];стереотип;noun
stick;b1;[stık];палка;noun
stick;b1;[stık];придерживаться;verb
sticky;b2;[ʹstıkı];липкий;adjective
stiff;b2;[stıf];жесткий;adjective
still;b1;[stıl];неподвижный;adjective
still;a1;[stıl];еще;adverb
stimulate;b2;[ʹstımjʋleıt];стимулировать;verb
stimulus;c1;[ʹstımjʋləs];стимул;noun
stir;c1;[stɜ:];перемешать;verb
stock;b2;[stɒk];акция;noun
stomach;a2;[ʹstʌmək];желудок;noun
stone;a2;[stəʋn];камень;noun
stop;a1;[stɒp];остановка;noun
stop;a1;[stɒp];остановить;verb
storage;c1;[ʹstɔ:rıdʒ];хранение;noun
store;a2;[stɔ:];магазин;noun
store;b1;[stɔ:];хранить;verb
storm;a2;[stɔ:m];шторм;noun
story;a1;[ʹstɔ:rı];история;noun
straight;a2;[streıt];прямой;adjective
straight;a2;[streıt];прямо;adverb
straightforward;c1;[͵streıtʹfɔ:wəd];простой;adjective
strain;c1;[streın];штамм;noun
strand;c1;[strænd];нить;noun
strange;a2;[streındʒ];странный;adjective
stranger;b1;[ʹstreındʒə];незнакомец;noun
strategic;c1;[strəʹti:dʒık];стратегический;adjective
strategy;a2;[ʹstrætıdʒı];стратегия;noun
stream;b2;[stri:m];поток;noun
street;a1;[stri:t];улица;noun
strength;b1;[streŋθ];сила;noun
strengthen;b2;[ʹstreŋθ(ə)n];укрепить;verb
stress;a2;[stres];стресс;noun
stress;a2;[stres];подчеркнуть;verb
stretch;b2;[stretʃ];участок;noun
stretch;b2;[stretʃ];растягиваться;verb
strict;b2;[strıkt];строгий;adjective
strictly;b2;[ʹstrıktlı];строго;adverb
strike;b2;[straık];забастовка;noun
strike;b2;[straık];ударить;verb
striking;c1;[ʹstraıkıŋ];поразительный;adjective
string;b1;[strıŋ];строка;noun
strip;c1;[strıp];полоса;noun
strip;c1;[strıp];лишить;verb
strive;c1;[straıv];стремиться;verb
stroke;b2;[strəʋk];инсульт;noun
strong;a1;[strɒŋ];сильный;adjective
strongly;b1;[ʹstrɒŋlı];решительно;adverb
structural;c1;[ʹstrʌktʃ(ə)rəl];структурный;adjective
structure;a2;[ʹstrʌktʃə];структура;noun
structure;b2;[ʹstrʌktʃə];структурировать;verb
struggle;b2;[ʹstrʌg(ə)l];борьба;noun
struggle;b2;[ʹstrʌg(ə)l];бороться;verb
student;a1;[ʹstju:d(ə)nt];студент;noun
studio;b1;[ʹstju:dıəʋ];студия;noun
study;a1;[ʹstʌdı];исследование;noun
study;a1;[ʹstʌdı];изучать;verb
stuff;b1;[stʌf];вещь;noun
stuff;b2;[stʌf];засунуть;verb
stumble;c1;[ʹstʌmb(ə)l];наткнуться;verb
stun;c1;[stʌn];оглушить;verb
stunning;b2;[ʹstʌnıŋ];потрясающий;adjective
