word;lvl;transcription;class
eye;a1;[aı];noun
fabric;b2;[ʹfæbrık];noun
fabulous;b2;[ʹfæbjʋləs];adjective
face;a1;[feıs];noun
face;b1;[feıs];verb
facilitate;c1;[fəʹsılıteıt];verb
facility;b2;[fəʹsılıtı];noun
fact;a1;[fækt];noun
faction;c1;[ʹfækʃ(ə)n];noun
factor;a2;[ʹfæktə];noun
factory;a2;[ʹfækt(ə)rı];noun
faculty;c1;[ʹfæk(ə)ltı];noun
fade;c1;[feıd];verb
fail;a2;[feıl];verb
failed;b2;[feıld];adjective
failure;b2;[ʹfeıljə];noun
fair;a2;[feə];adjective
fairly;b1;[ʹfeəlı];adverb
fairness;c1;['f^88^ənəs];noun
faith;b2;[feıθ];noun
fake;b2;[feık];adjective
fall;a2;[fɔ:l];noun
fall;a1;[fɔ:l];verb
false;a1;[fɔ:ls];adjective
fame;b2;[feım];noun
familiar;b1;[fəʹmılıə];adjective
family;a1;[ʹfæm(ə)lı];adjective
family;a1;[ʹfæm(ə)lı];noun
famous;a1;[ʹfeıməs];adjective
fan;a2;[fæn];noun
fancy;b1;[ʹfænsı];adjective
fancy;b1;[ʹfænsı];verb
fantastic;a1;[fænʹtæstık];adjective
fantasy;b2;[ʹfæntəsı];noun
far;b1;[fɑ:];adjective
far;a1;[fɑ:];adverb
fare;b2;[feə];noun
farm;a1;[fɑ:m];noun
farm;a2;[fɑ:m];verb
farmer;a1;[ʹfɑ:mə];noun
farming;a2;[ʹfɑ:mıŋ];noun
fascinating;b1;[ʹfæsıneıtıŋ];adjective
fashion;a2;[ʹfæʃ(ə)n];noun
fashionable;b1;[ʹfæʃ(ə)nəb(ə)l];adjective
fast;a1;[fɑ:st];adjective
fast;a1;[fɑ:st];adverb
fasten;b1;[ʹfɑ:s(ə)n];verb
fat;a1;[fæt];adjective
fat;a2;[fæt];noun
fatal;c1;[ʹfeıtl];adjective
fate;c1;[feıt];noun
father;a1;[ʹfɑ:ðə];noun
fault;b2;[fɔ:lt];noun
favour;b1;[ʹfeıvə];noun
favour;b2;[ʹfeıvə];verb
favourable;c1;[ʹfeıv(ə)rəb(ə)l];adjective
favourite;a1;[ʹfeıv(ə)rıt];adjective
favourite;a1;[ʹfeıv(ə)rıt];noun
fear;a2;[fıə];noun
fear;b1;[fıə];verb
feat;c1;[fi:t];noun
feather;b2;[ʹfeðə];noun
feature;a2;[ʹfi:tʃə];noun
feature;b1;[ʹfi:tʃə];verb
february;a1;[ʹfebrʋ(ə)rı];noun
federal;b2;[ʹfed(ə)rəl];adjective
fee;b2;[fi:];noun
feed;b2;[fi:d];noun
feed;a2;[fi:d];verb
feedback;b2;[ʹfi:dbæk];noun
feeding;unknown;[ʹfi:dıŋ];noun
feel;b2;[fi:l];noun
feel;a1;[fi:l];verb
feeling;a1;[ʹfi:lıŋ];noun
fellow;b2;[ʹfeləʋ];adjective
female;a2;[ʹfi:meıl];adjective
female;a2;[ʹfi:meıl];noun
feminist;c1;[ʹfemınıst];adjective
feminist;c1;[ʹfemınıst];noun
fence;b1;[fens];noun
festival;a1;[ʹfestıv(ə)l];noun
fever;b2;[ʹfi:və];noun
few;a1;[fju:];adjective
few;a1;[fju:];determiner
few;a1;[fju:];pronoun
fibre;c1;[ʹfaıbə];noun
fiction;a2;[ʹfıkʃ(ə)n];noun
field;a2;[fi:ld];noun
fierce;c1;[fıəs];adjective
fifteen;a1;[fıfʹti:n];number
fifth;a1;[fıfθ];ordinal number
fifty;a1;[ʹfıftı];number
fight;a2;[faıt];noun
fight;a2;[faıt];verb
fighting;b1;[ʹfaıtıŋ];noun
figure;a2;[ʹfıgə];noun
figure;b2;[ʹfıgə];verb
file;b1;[faıl];noun
file;b2;[faıl];verb
fill;a1;[fıl];verb
film;a1;[fılm];noun
film;a2;[fılm];verb
film-maker;c1;[fılm]-[ʹmeıkə];noun
filter;c1;[ʹfıltə];noun
filter;c1;[ʹfıltə];verb
final;a1;[ʹfaın(ə)l];adjective
final;a2;[ʹfaın(ə)l];noun
finally;a2;[ʹfaınəlı];adverb
finance;b2;[ʹfaınæns];noun
finance;b2;[ʹfaınæns];verb
financial;b1;[f(a)ıʹnænʃ(ə)l];adjective
find;a1;[faınd];verb
finding;b2;[ʹfaındıŋ];noun
fine;a1;[faın];adjective
fine;c1;[faın];noun
fine;c1;[faın];verb
finger;a2;[ʹfıŋgə];noun
finish;a2;[ʹfınıʃ];noun
finish;a1;[ʹfınıʃ];verb
fire;a1;[ʹfaıə];noun
fire;b1;[ʹfaıə];verb
firearm;c1;['faiə(r)ɑ:m];noun
firefighter;b2;['faiə,faitə];noun
firework;b2;[ʹfaıəwɜ:k];noun
firm;b2;[fɜ:m];adjective
firm;b2;[fɜ:m];noun
firmly;b2;[fə:mli];adverb
first;a1;[fɜ:st];adverb
first;a1;[fɜ:st];determiner
first;a2;[fɜ:st];noun
first;a1;[fɜ:st];ordinal number
firstly;a2;[ʹfɜ:stlı];adverb
fish;a1;[fıʃ];noun
fish;a2;[fıʃ];verb
fishing;a2;[ʹfıʃıŋ];noun
fit;a2;[fıt];adjective
fit;c1;[fıt];noun
fit;a2;[fıt];verb
fitness;b1;[ʹfıtnıs];noun
five;a1;[faıv];number
fix;b2;[fıks];noun
fix;a2;[fıks];verb
fixed;b1;[fıkst];adjective
fixture;c1;[ʹfıkstʃə];noun
flag;b1;[flæg];noun
flame;b2;[fleım];noun
flash;b2;[flæʃ];noun
flash;b2;[flæʃ];verb
flat;a2;[flæt];adjective
flat;a1;[flæt];noun
flavour;b2;[ʹfleıvə];noun
flaw;c1;[flɔ:];noun
flawed;c1;[flɔːd];adjective
flee;c1;[fli:];verb
fleet;c1;[fli:t];noun
flesh;c1;[fleʃ];noun
flexibility;c1;[͵fleksəʹbılıtı];noun
flexible;b2;[ʹfleksəb(ə)l];adjective
flight;a1;[flaıt];noun
float;b2;[fləʋt];verb
flood;b1;[flʌd];noun
flood;b1;[flʌd];verb
floor;a1;[flɔ:];noun
flour;b1;[ʹflaʋə];noun
flourish;c1;[ʹflʌrıʃ];verb
flow;b1;[fləʋ];noun
flow;b1;[fləʋ];verb
flower;a1;[ʹflaʋə];noun
flu;a2;[~:];noun
fluid;c1;[ʹflu:ıd];noun
fly;a2;[flaı];noun
fly;a1;[flaı];verb
flying;a2;[ʹflaııŋ];adjective
flying;a2;[ʹflaııŋ];noun
focus;a2;[ʹfəʋkəs];noun
focus;a2;[ʹfəʋkəs];verb
fold;b2;[fəʋld];noun
fold;b1;[fəʋld];verb
folding;b2;[ʹfəʋldıŋ];adjective
folk;b1;[fəʋk];adjective
folk;b1;[fəʋk];noun
follow;a1;[ʹfɒləʋ];verb
following;a2;[ʹfɒləʋıŋ];adjective
following;b1;[ʹfɒləʋıŋ];noun
following;b2;[ʹfɒləʋıŋ];preposition
fond;b2;[fɒnd];adjective
food;a1;[fu:d];noun
fool;b2;[fu:l];noun
foot;a1;[fʋt];noun
footage;c1;[ʹfʋtıdʒ];noun
football;a1;[ʹfʋtbɔ:l];noun
for;a1;[fɔ:];preposition
forbid;b2;[fəʹbıd];verb
force;b1;[fɔ:s];noun
force;b1;[fɔ:s];verb
forecast;b2;[ʹfɔ:kɑ:st];noun
forecast;b2;[ʹfɔ:kɑ:st];verb
foreign;a2;[ʹfɒrın];adjective
foreigner;c1;[ʹfɒrınə];noun
forest;a2;[ʹfɒrıst];noun
forever;b1;[fəʹrevə];adverb
forge;c1;[fɔ:dʒ];verb
forget;a1;[fəʹget];verb
forgive;b2;[fəʹgıv];verb
fork;a2;[fɔ:k];noun
form;a1;[fɔ:m];noun
form;a1;[fɔ:m];verb
formal;a2;[ʹfɔ:m(ə)l];adjective
format;b2;[ʹfɔ:mæt];noun
formation;b2;[fɔ:ʹmeıʃ(ə)n];noun
former;b2;[ʹfɔ:mə];adjective
formerly;b2;[ʹfɔ:məlı];adverb
formula;c1;[ʹfɔ:mjʋlə];noun
formulate;c1;[ʹfɔ:mjʋleıt];verb
forth;c1;[fɔ:θ];adverb
forthcoming;c1;[͵fɔ:θʹkʌmıŋ];adjective
fortunate;b2;[ʹfɔ:tʃ(ə)nət];adjective
fortunately;a2;[ʹfɔ:tʃ(ə)nətlı];adverb
fortune;b2;[ʹfɔ:tʃ(ə)n];noun
forty;a1;[ʹfɔ:tı];number
forum;b2;[ʹfɔ:rəm];noun
forward;b2;[ʹfɔ:wəd];adjective
forward;a2;[ʹfɔ:wəd];adverb
fossil;b2;[ʹfɒs(ə)l];noun
foster;c1;[ʹfɒstə];verb
found;b2;[faʋnd];verb
foundation;b2;[faʋnʹdeıʃ(ə)n];noun
founder;b2;[ʹfaʋndə];noun
four;a1;[fɔ:];number
fourteen;a1;[͵fɔ:ʹti:n];number
fourth;a1;[fɔ:θ];ordinal number
fraction;b2;[ʹfrækʃ(ə)n];noun
fragile;c1;[ʹfrædʒaıl];adjective
fragment;b2;[ʹfrægmənt];noun
frame;b1;[freım];noun
frame;b1;[freım];verb
framework;b2;[ʹfreımwɜ:k];noun
franchise;c1;[ʹfræntʃaız];noun
frankly;c1;[ʹfræŋklı];adverb
fraud;b2;[frɔ:d];noun
free;a1;[fri:];adjective
free;a2;[fri:];adverb
free;b2;[fri:];verb
freedom;b2;[ʹfri:dəm];noun
freely;b2;[ʹfri:lı];adverb
freeze;b1;[fri:z];verb
frequency;b2;[ʹfri:kwənsı];noun
frequent;b2;[ʹfri:kwənt];adjective
frequently;b1;['fri:kwəntli];adverb
fresh;a2;[freʃ];adjective
friday;a1;[ʹfraıdı];noun
fridge;a2;[frıdʒ];noun
friend;a1;[frend];noun
friendly;a1;[ʹfrendlı];adjective
friendship;b1;[ʹfrendʃıp];noun
frighten;b1;[͵fraıtn];verb
frightened;b1;[ʹfraıtnd];adjective
frightening;b1;[ʹfraıtnıŋ];adjective
frog;a2;[frɒg];noun
from;a1;[frɒm];preposition
front;a1;[frʌnt];adjective
front;a1;[frʌnt];noun
frozen;b1;[ʹfrəʋz(ə)n];adjective
fruit;a1;[fru:t];noun
frustrated;c1;[frʌʹstreıtıd];adjective
frustrating;c1;[frʌʹstreıtıŋ];adjective
frustration;c1;[frʌʹstreıʃ(ə)n];noun
fry;b1;[fraı];verb
fuel;b1;[fjʋəl];noun
fuel;b2;[fjʋəl];verb
fulfil;b2;[fʋlʹfıl];verb
full;a1;[fʋl];adjective
full-time;b2;[fʋl]-[taım];adjective
full-time;b2;[fʋl]-[taım];adverb
fully;b2;[ʹfʋlı];adverb
fun;a2;[fʌn];adjective
fun;a1;[fʌn];noun
function;b1;[ʹfʌŋkʃ(ə)n];noun
function;b2;[ʹfʌŋkʃ(ə)n];verb
functional;c1;[ʹfʌŋkʃ(ə)nəl];adjective
fund;b2;[fʌnd];noun
fund;b2;[fʌnd];verb
fundamental;b2;[͵fʌndəʹmentl];adjective
fundamentally;b2;[͵fʌndəʹment(ə)lı];adverb
funding;b2;[ʹfʌndıŋ];noun
fundraising;c1;[ʹfʌndreɪsɪŋ];noun
funeral;c1;[ʹfju:n(ə)rəl];noun
funny;a1;[ʹfʌnı];adjective
fur;b1;[fɜ:];noun
furious;b2;[ʹfjʋ(ə)rıəs];adjective
furniture;a2;[ʹfɜ:nıtʃə];noun
further;a2;[ʹfɜ:ðə];adjective
further;b1;[ʹfɜ:ðə];adverb
furthermore;b2;[͵fɜ:ðəʹmɔ:];adverb
future;a2;[ʹfju:tʃə];adjective
future;a1;[ʹfju:tʃə];noun
gain;b2;[geın];noun
gain;b2;[geın];verb
gallery;a2;[ʹgælərı];noun
gallon;c1;[ʹgælən];noun
gambling;c1;[ʹgæmblıŋ];noun
game;a1;[geım];noun
gaming;b2;[ʹgeımıŋ];noun
gang;b2;[gæŋ];noun
gap;a2;[gæp];noun
garage;b1;[ʹgærɑ:ʒ];noun
garden;a1;[gɑ:dn];noun
gas;a2;[gæs];noun
gate;a2;[geıt];noun
gather;b1;[ʹgæðə];verb
gathering;c1;[ʹgæð(ə)rıŋ];noun
gay;b2;[geı];adjective
gaze;c1;[geız];noun
gaze;c1;[geız];verb
gear;c1;[gıə];noun
gender;b2;[ʹdʒendə];noun
gene;b2;[dʒi:n];noun
general;a2;[ʹdʒen(ə)rəl];adjective
generally;b1;[ʹdʒen(ə)rəlı];adverb
generate;b2;[ʹdʒenər(e)ıt];verb
generation;b1;[͵dʒenəʹreıʃ(ə)n];noun
generic;c1;[dʒıʹnerık];adjective
generous;b1;[ʹdʒen(ə)rəs];adjective
genetic;b2;[dʒıʹnetık];adjective
genius;b2;[ʹdʒi:nıəs];noun
genocide;c1;[ʹdʒenəsaıd];noun
genre;b2;[ʹʒɒnrə];noun
gentle;b1;[dʒentl];adjective
gentleman;b1;[ʹdʒentlmən];noun
genuine;b2;[ʹdʒenjʋın];adjective
genuinely;b2;[ʹdʒenjʋınlı];adverb
geography;a1;[dʒıʹɒgrəfı];noun
gesture;b2;[ʹdʒestʃə];noun
get;a1;[get];verb
ghost;b1;[gəʋst];noun
giant;b1;[ʹdʒaıənt];adjective
giant;b1;[ʹdʒaıənt];noun
gift;a2;[gıft];noun
gig;b2;[gıg];noun
girl;a1;[gɜ:l];noun
girlfriend;a1;['gə:lfrend];noun
give;a1;[gıv];verb
glad;b1;[glæd];adjective
glance;c1;[glɑ:ns];noun
glance;c1;[glɑ:ns];verb
glass;a1;[glɑ:s];noun
glimpse;c1;[glımps];noun
global;b1;[ʹgləʋb(ə)l];adjective
globalization;b2;[,gləub(ə)lai'zeiʃ(ə)n];noun
globe;b2;[gləʋb];noun
glorious;c1;[ʹglɔ:rıəs];adjective
glory;c1;[ʹglɔ:rı];noun
glove;b1;[glʌv];noun
go;b1;[gəʋ];noun
go;a1;[gəʋ];verb
goal;a2;[gəʋl];noun
god;a2;[gɒd];noun
gold;a2;[gəʋld];adjective
gold;a2;[gəʋld];noun
golden;b2;[ʹgəʋld(ə)n];adjective
golf;a2;[gɒlf];noun
good;a1;[gʋd];adjective
good;a2;[gʋd];noun
goodbye;a1;[gud'bai];exclamation
goodbye;a1;[gud'bai];noun
goodness;b2;[ʹgʋdnıs];noun
goods;b1;[gʋdz];noun
gorgeous;b2;[ʹgɔ:dʒəs];adjective
govern;b2;[ʹgʌvən];verb
governance;c1;[ʹgʌvənəns];noun
government;a2;[ʹgʌv(ə)mənt];noun
governor;b2;[ʹgʌv(ə)nə];noun
grab;b2;[græb];verb
grace;c1;[greıs];noun
grade;b1;[greıd];noun
grade;b2;[greıd];verb
gradually;b2;[ʹgrædʒʋəlı];adverb
graduate;b1;[ʹgrædʒʋıt];noun
graduate;b1;[ʹgrædʒʋıt];verb
grain;b1;[greın];noun
grand;b2;[grænd];adjective
grandfather;a1;[ʹgrænd͵fɑ:ðə];noun
grandmother;a1;[ʹgræn͵mʌðə];noun
grandparent;a1;[ʹgrænpeərənt];noun
grant;b2;[grɑ:nt];noun
grant;b2;[grɑ:nt];verb
graphic;b2;[ʹgræfık];adjective
graphics;b2;[ʹgræfıks];noun
grasp;c1;[grɑ:sp];noun
grasp;c1;[grɑ:sp];verb
grass;a2;[grɑ:s];noun
grateful;b1;[ʹgreıtf(ə)l];adjective
grave;c1;[greıv];adjective
grave;c1;[greıv];noun
gravity;c1;[ʹgrævıtı];noun
great;a1;[greıt];adjective
greatly;b2;[ʹgıʹeıtlı];adverb
green;a1;[gri:n];adjective
green;a1;[gri:n];noun
greenhouse;b2;[ʹgri:nhaʋs];noun
greet;a2;[gri:t];verb
grey;a1;[greı];adjective
grey;a1;[greı];noun
grid;c1;[grıd];noun
grief;c1;[gri:f];noun
grin;c1;[grın];noun
grin;c1;[grın];verb
grind;c1;[graınd];verb
grip;c1;[grıp];noun
grip;c1;[grıp];verb
grocery;b2;[ʹgrəʋs(ə)rı];noun
gross;c1;[grəʋs];adjective
ground;a2;[graʋnd];noun
group;a1;[gru:p];noun
grow;a1;[grəʋ];verb
growth;b1;[grəʋθ];noun
guarantee;b2;[͵gærənʹti:];noun
guarantee;b2;[͵gærənʹti:];verb
guard;b1;[gɑ:d];noun
guard;b1;[gɑ:d];verb
guerrilla;c1;[gəʹrılə];noun
guess;a1;[ges];noun
guess;a1;[ges];verb
guest;a2;[gest];noun
guidance;c1;[ʹgaıd(ə)ns];noun
guide;a2;[gaıd];noun
guide;a2;[gaıd];verb
guideline;b2;[ʹgaıdlaın];noun
guilt;c1;[gılt];noun
guilty;b1;[ʹgıltı];adjective
guitar;a1;[gıʹtɑ:];noun
gun;a2;[gʌn];noun
gut;c1;[gʌt];noun
guy;a2;[gaı];noun
gym;a1;[dʒım];noun
habit;a2;[ʹhæbıt];noun
habitat;b2;[ʹhæbıtæt];noun
hail;c1;[heıl];verb
hair;a1;[heə];noun
half;a2;[hɑ:f];adverb
half;a1;[hɑ:f];determiner
half;a1;[hɑ:f];noun
half;a1;[hɑ:f];pronoun
halfway;c1;[,hɑ:f'wei];adverb
hall;a2;[hɔ:l];noun
halt;c1;[hɔ:lt];noun
halt;c1;[hɔ:lt];verb
hand;a1;[hænd];noun
hand;b1;[hænd];verb
handful;c1;[ʹhændfʋl];noun
handle;b2;[ʹhændl];noun
handle;b2;[ʹhændl];verb
handling;c1;[ʹhændlıŋ];noun
handy;c1;[ʹhændı];adjective
hang;b1;[hæŋ];verb
happen;a1;[ʹhæpən];verb
happily;a2;[ʹhæpılı];adverb
happiness;b1;[ʹhæpınıs];noun
happy;a1;[ʹhæpı];adjective
harassment;c1;[ʹhærəsmənt];noun
harbour;b2;[ʹhɑ:bə];noun
hard;a1;[hɑ:d];adjective
hard;a1;[hɑ:d];adverb
hardly;b1;[ʹhɑ:dlı];adverb
hardware;c1;[ʹhɑ:dweə];noun
harm;b2;[hɑ:m];noun
harm;b2;[hɑ:m];verb
harmful;b2;[ʹhɑ:mf(ə)l];adjective
harmony;c1;[ʹhɑ:mənı];noun
harsh;c1;[hɑ:ʃ];adjective
harvest;c1;[ʹhɑ:vıst];noun
harvest;c1;[ʹhɑ:vıst];verb
hat;a1;[hæt];noun
hate;b1;[heıt];noun
hate;a1;[heıt];verb
hatred;c1;[ʹheıtrıd];noun
haunt;c1;[hɔ:nt];verb
have;a1;[hæv];verb
have;a2;[hæv];auxiliary verb
have to;a1;[hæv] [tu:];modal verb
hazard;c1;[ʹhæzəd];noun
he;a1;[hi:];pronoun
head;a1;[hed];noun
head;b1;[hed];verb
headache;a2;[ʹhedeık];noun
headline;b1;[ʹhedlaın];noun
headquarters;b2;[ʹhed͵kwɔ:təz];noun
heal;b2;[hi:l];verb
health;a1;[helθ];noun
healthcare;b2;[ʹhelθkər];noun
healthy;a1;[ʹhelθı];adjective
hear;a1;[hıə];verb
hearing;b2;[ʹhı(ə)rıŋ];noun
heart;a2;[hɑ:t];noun
heat;a2;[hi:t];noun
heat;a2;[hi:t];verb
heating;b1;[ʹhi:tıŋ];noun
heaven;b2;[ʹhev(ə)n];noun
heavily;b1;[ʹhevılı];adverb
heavy;a2;[ʹhevı];adjective
heel;b2;[hi:l];noun
height;a2;[haıt];noun
heighten;c1;[haıtn];verb
helicopter;b1;[ʹhelıkɒptə];noun
hell;b2;[hel];noun
hello;a1;[həʹləʋ];exclamation
hello;a1;[həʹləʋ];noun
helmet;b2;[ʹhelmıt];noun
help;a1;[help];noun
help;a1;[help];verb
helpful;a2;[ʹhelpf(ə)l];adjective
hence;b2;[hens];adverb
her;a1;[hɜ:];determiner
her;a1;[hɜ:];pronoun
herb;b2;[hɜ:b];noun
here;a1;[hıə];adverb
heritage;c1;[ʹherıtıdʒ];noun
hero;a2;[ʹhı(ə)rəʋ];noun
hers;a2;[hɜ:z];pronoun
herself;a2;[(h)əʹself];pronoun
hesitate;b2;[ʹhezıteıt];verb
hey;a1;[heı];exclamation
hi;a1;[haı];exclamation
hidden;b2;[hıdn];adjective
hide;a2;[haıd];verb
hierarchy;c1;[ʹhaı(ə)rɑ:kı];noun
high;a1;[haı];adjective
high;a2;[haı];adverb
high;b2;[haı];noun
high-profile;c1;[haı]-[ʹprəʋfaıl];adjective
highlight;b1;[ʹhaılaıt];noun
highlight;b1;[ʹhaılaıt];verb
highly;b1;[ʹhaılı];adverb
highway;b2;[ʹhaıweı];noun
hilarious;b2;[hıʹle(ə)rıəs];adjective
hill;a2;[hıl];noun
him;a1;[hım];pronoun
himself;a2;[(h)ımʹself];pronoun
hint;c1;[hınt];noun
hint;c1;[hınt];verb
hip;b2;[hıp];noun
hire;b2;[ʹhaıə];noun
hire;b1;[ʹhaıə];verb
his;a1;[hız];determiner
his;a2;[hız];pronoun
historian;b2;[hıʹstɔ:rıən];noun
historic;b1;[hıʹstɒrık];adjective
historical;b1;[hıʹstɒrık(ə)l];adjective
history;a1;[ʹhıst(ə)rı];noun
hit;a2;[hıt];noun
hit;a2;[hıt];verb
hobby;a1;[ʹhɒbı];noun
hockey;a2;[ʹhɒkı];noun
hold;b2;[həʋld];noun
hold;a2;[həʋld];verb
hole;a2;[həʋl];noun
holiday;a1;[ʹhɒlıdı];noun
hollow;b2;[ʹhɒləʋ];adjective
holy;b2;[ʹhəʋlı];adjective
home;a2;[həʋm];adjective
home;a1;[həʋm];adverb
home;a1;[həʋm];noun
homeland;c1;[ʹhəʋmlənd];noun
homeless;b2;[ʹhəʋmlıs];adjective
homework;a1;[ʹhəʋmwɜ:k];noun
honest;b1;[ʹɒnıst];adjective
honesty;b2;[ʹɒnıstı];noun
honour;b2;[ʹɒnə];noun
honour;b2;[ʹɒnə];verb
hook;b2;[hʋk];noun
hook;c1;[hʋk];verb
hope;a2;[həʋp];noun
hope;a1;[həʋp];verb
hopeful;c1;[ʹhəʋpf(ə)l];adjective
hopefully;b2;[ʹhəʋpf(ə)lı];adverb
horizon;c1;[həʹraız(ə)n];noun
horn;c1;[hɔ:n];noun
horrible;b1;[ʹhɒrəb(ə)l];adjective
horror;b1;[ʹhɒrə];noun
horse;a1;[hɔ:s];noun
hospital;a1;[ʹhɒspıtl];noun
host;b1;[həʋst];noun
host;b2;[həʋst];verb
hostage;c1;[ʹhɒstıdʒ];noun
hostile;c1;[ʹhɒstaıl];adjective
hostility;c1;[hɒʹstılıtı];noun
hot;a1;[hɒt];adjective
hotel;a1;[həʋʹtel];noun
hour;a1;[ʹaʋə];noun
house;a1;[haʋs];noun
house;b2;[haʋs];verb
household;b2;[ʹhaʋshəʋld];noun
housing;b2;[ʹhaʋzıŋ];noun
how;a1;[haʋ];adverb
however;a1;[haʋʹevə];adverb
huge;a2;[hju:dʒ];adjective
human;a2;[ʹhju:mən];adjective
human;a2;[ʹhju:mən];noun
humanitarian;c1;[hju:͵mænıʹte(ə)rıən];adjective
humanity;c1;[hjʋʹmænıtı];noun
humble;c1;[ʹhʌmb(ə)l];adjective
humorous;b2;[ʹhju:m(ə)rəs];adjective
humour;b2;[ʹhju:mə];noun
hundred;a1;[ʹhʌndrəd];number
hunger;b2;[ʹhʌŋgə];noun
hungry;a1;[ʹhʌŋgrı];adjective
hunt;b2;[hʌnt];noun
hunt;b1;[hʌnt];verb
hunting;b2;[ʹhʌntıŋ];noun
hurricane;b1;[ʹhʌrıkən];noun
hurry;b1;[ʹhʌrı];noun
hurry;b1;[ʹhʌrı];verb
hurt;a2;[hɜ:t];adjective
hurt;b2;[hɜ:t];noun
hurt;a2;[hɜ:t];verb
husband;a1;[ʹhʌzbənd];noun
hydrogen;c1;[ʹhaıdrədʒ(ə)n];noun
hypothesis;b2;[haıʹpɒθısıs];noun
i;a1;[aı];pronoun
ice;a1;[aıs];noun
ice cream;a1;[aıs] [kri:m];noun
icon;b2;[ʹaıkɒn];noun
id;b2;[ıd];noun
idea;a1;[aıʹdıə];noun
ideal;a2;[aıʹdıəl];adjective
ideal;b2;[aıʹdıəl];noun
identical;b2;[aıʹdentık(ə)l];adjective
identification;c1;[aı͵dentıfıʹkeıʃ(ə)n];noun
identify;a2;[aıʹdentıfaı];verb
identity;b1;[aıʹdentıtı];noun
ideological;c1;[,aidiə'lɔdʒik(əl)];adjective
ideology;c1;[͵aıdıʹɒlədʒı];noun
idiot;c1;[ʹıdıət];noun
if;a1;[ıf];conjunction
ignorance;c1;[ʹıgnərəns];noun
ignore;b1;[ıgʹnɔ:];verb
ill;a2;[ıl];adjective
illegal;b1;[ıʹli:g(ə)l];adjective
illness;a2;[ʹılnıs];noun
illusion;b2;[ıʹlu:ʒ(ə)n];noun
illustrate;b2;[ʹıləstreıt];verb
illustration;b2;[͵ıləʹstreıʃ(ə)n];noun
image;a2;[ʹımıdʒ];noun
imagery;c1;[ʹımıdʒ(ə)rı];noun
imaginary;b1;[ıʹmædʒ(ə)n(ə)rı];adjective
imagination;b2;[ı͵mædʒıʹneıʃ(ə)n];noun
imagine;a1;[ıʹmædʒın];verb
immediate;b1;[ıʹmi:dıət];adjective
immediately;a2;[ıʹmi:dıətlı];adverb
immense;c1;[ıʹmens];adjective
immigrant;b1;[ʹımıgrənt];noun
immigration;b2;[͵ımıʹgreıʃ(ə)n];noun
imminent;c1;[ʹımınənt];adjective
immune;b2;[ıʹmju:n];adjective
impact;b1;[ʹımpækt];noun
impact;b1;[ʹımpækt];verb
impatient;b2;[ımʹpeıʃ(ə)nt];adjective
implement;b2;[ʹımplımənt];verb
implementation;c1;[͵ımplımənʹteıʃ(ə)n];noun
implication;b2;[͵ımplıʹkeıʃ(ə)n];noun
imply;b2;[ımʹplaı];verb
import;b1;[ʹımpɔ:t];noun
import;b1;[ʹımpɔ:t];verb
importance;b1;[ımʹpɔ:t(ə)ns];noun
important;a1;[ımʹpɔ:t(ə)nt];adjective
impose;b2;[ınıʹpəʋz];verb
impossible;a2;[ımʹpɒsəb(ə)l];adjective
impress;b2;[ʹımpres];verb
impressed;b2;[ɪmʹprest];adjective
impression;b1;[ımʹpreʃ(ə)n];noun
impressive;b1;[ımʹpresıv];adjective
imprison;c1;[ımʹprız(ə)n];verb
imprisonment;c1;[ımʹprız(ə)nmənt];noun
improve;a1;[ımʹpru:v];verb
improvement;b1;[ımʹpru:vmənt];noun
in;a1;[ın];adverb
in;a1;[ın];preposition
inability;c1;[͵ınəʹbılıtı];noun
inadequate;c1;[ınʹædıkwıt];adjective
inappropriate;c1;[͵ınəʹprəʋprııt];adjective
incentive;b2;[ınʹsentıv];noun
inch;b2;[ıntʃ];noun
incidence;c1;[ʹınsıd(ə)ns];noun
incident;b2;[ʹınsıd(ə)nt];noun
inclined;c1;[ınʹklaınd];adjective
include;a1;[ınʹklu:d];verb
included;a2;[ınʹklu:dıd];adjective
including;a2;[ınʹklu:dıŋ];preposition
inclusion;c1;[ınʹklu:ʒ(ə)n];noun
income;b2;[ʹıŋkʌm];noun
incorporate;b2;[ınʹkɔ:p(ə)rıt];verb
incorrect;b2;[͵ınkəʹrekt];adjective
increase;a2;[ʹıŋkri:s];noun
increase;a2;[ʹıŋkri:s];verb
increasingly;b2;[ınʹkri:sıŋlı];adverb
incredible;a2;[ınʹkredəb(ə)l];adjective
incredibly;b1;[ınʹkredəblı];adverb
incur;c1;[ınʹkɜ:];verb
indeed;b1;[ınʹdi:d];adverb
independence;b2;[͵ındıʹpendəns];noun
independent;a2;[͵ındıʹpendənt];adjective
index;b2;[ʹındeks];noun
indicate;b1;[ʹındıkeıt];verb
indication;b2;[͵ındıʹkeıʃ(ə)n];noun
indicator;c1;[ʹındıkeıtə];noun
indictment;c1;[ınʹdaıtmənt];noun
indigenous;c1;[ınʹdıdʒ(ə)nəs];adjective
indirect;b1;[͵ındıʹrekt];adjective
individual;a2;[͵ındıʹvıdʒʋəl];adjective
individual;a2;[͵ındıʹvıdʒʋəl];noun
indoor;b1;[ʹındɔ:];adjective
indoors;b1;[͵ınʹdɔ:z];adverb
induce;c1;[ınʹdju:s];verb
indulge;c1;[ınʹdʌldʒ];verb
